amount,location,device,is_fraud
73345,mumbai,iphone,1
8028,bangalore,android,0
67219,bangalore,web,0
13864,mumbai,android,0
79559,mumbai,web,0
76150,chennai,android,1
75763,chennai,iphone,1
2784,mumbai,android,0
48588,delhi,iphone,0
14303,kolkata,android,0
24143,delhi,android,0
61089,kolkata,android,0
26267,mumbai,android,0
75158,kolkata,iphone,1
71645,kolkata,iphone,0
40941,delhi,iphone,0
25449,kolkata,android,0
22419,chennai,web,1
81842,bangalore,iphone,0
33162,bangalore,iphone,0
92224,kolkata,web,1
61293,kolkata,android,1
97505,chennai,android,1
99530,delhi,iphone,0
13755,chennai,iphone,0
34446,chennai,web,0
58627,mumbai,iphone,0
85281,kolkata,android,1
41909,bangalore,iphone,0
28063,delhi,iphone,0
12782,mumbai,android,0
79928,kolkata,android,1
96591,chennai,android,1
90373,delhi,iphone,1
64068,bangalore,web,0
36753,delhi,android,0
5690,kolkata,web,0
79665,kolkata,iphone,1
85238,kolkata,android,0
85608,kolkata,android,0
40549,mumbai,android,0
18637,mumbai,web,0
82272,chennai,iphone,0
6972,delhi,iphone,0
57819,bangalore,android,0
35497,bangalore,iphone,0
57189,mumbai,iphone,0
92393,chennai,web,1
79331,chennai,web,1
22050,chennai,android,0
10263,delhi,android,0
5848,chennai,web,0
67035,chennai,android,1
41855,mumbai,iphone,0
37159,bangalore,iphone,0
71312,delhi,web,0
86462,kolkata,android,1
16419,kolkata,web,0
53650,kolkata,web,0
42971,delhi,android,0
94192,chennai,android,1
33126,chennai,web,0
43170,chennai,iphone,0
50976,bangalore,android,0
74461,delhi,web,0
64623,mumbai,android,0
83723,delhi,android,1
65046,chennai,iphone,0
6456,delhi,iphone,0
32547,bangalore,android,0
93070,mumbai,web,1
75707,kolkata,iphone,1
31188,kolkata,android,0
72586,chennai,web,0
48536,kolkata,web,0
13513,mumbai,iphone,0
33480,delhi,iphone,1
71305,mumbai,web,0
92653,bangalore,iphone,0
44373,delhi,web,0
28150,bangalore,iphone,0
43928,mumbai,iphone,1
13073,chennai,android,0
30694,bangalore,web,0
26380,delhi,web,0
61141,chennai,android,0
37604,delhi,android,0
53590,kolkata,android,0
28960,kolkata,android,0
47173,kolkata,iphone,0
11590,delhi,iphone,0
25779,delhi,android,0
15910,chennai,web,0
79865,kolkata,android,1
61898,kolkata,iphone,1
97989,delhi,android,0
77271,bangalore,web,1
23657,mumbai,android,0
45564,bangalore,iphone,0
58863,chennai,android,0
62702,delhi,iphone,0
26386,chennai,iphone,0
5693,kolkata,android,0
47382,chennai,iphone,1
2924,kolkata,web,0
3831,kolkata,android,0
26920,mumbai,android,0
23043,chennai,web,0
27399,bangalore,android,0
88411,mumbai,web,1
30807,kolkata,android,0
55401,chennai,web,1
80117,chennai,android,1
97513,bangalore,web,1
26900,delhi,iphone,0
98303,delhi,android,0
15135,delhi,iphone,0
98659,bangalore,android,1
11540,mumbai,web,0
60739,chennai,web,0
68919,bangalore,iphone,1
62782,kolkata,android,0
71780,kolkata,android,1
84811,bangalore,web,1
95933,kolkata,web,1
59787,mumbai,web,0
41764,delhi,iphone,0
26957,kolkata,iphone,0
49336,bangalore,android,0
67636,kolkata,android,0
60815,mumbai,android,0
98874,delhi,web,1
81959,delhi,android,1
31074,bangalore,web,0
27205,chennai,android,0
95009,kolkata,web,1
82569,mumbai,android,1
29501,bangalore,iphone,0
37346,delhi,android,0
54344,chennai,iphone,1
92741,chennai,iphone,1
87954,chennai,iphone,0
52416,delhi,web,0
81689,bangalore,iphone,0
19062,mumbai,android,0
21074,kolkata,android,0
65483,kolkata,iphone,0
88061,mumbai,iphone,1
90936,delhi,iphone,1
75020,chennai,iphone,0
80569,chennai,web,1
86839,kolkata,android,1
91424,kolkata,iphone,0
7128,chennai,web,0
36497,chennai,android,0
8146,bangalore,web,0
63682,mumbai,iphone,0
57227,bangalore,iphone,0
24315,mumbai,iphone,1
45346,delhi,android,0
40613,mumbai,android,0
69310,bangalore,web,0
52534,kolkata,web,0
29236,delhi,web,0
17898,delhi,android,0
60982,delhi,android,0
57133,bangalore,android,0
47517,bangalore,web,0
84717,kolkata,iphone,1
34978,bangalore,web,1
13323,chennai,android,0
41906,bangalore,web,1
46454,kolkata,android,0
54833,bangalore,web,0
72023,delhi,android,1
6738,kolkata,web,0
75142,bangalore,android,0
23323,mumbai,android,1
43524,bangalore,web,0
53452,kolkata,iphone,0
17833,bangalore,iphone,0
29982,bangalore,iphone,0
19641,chennai,android,0
84519,kolkata,android,0
20293,mumbai,web,0
18510,mumbai,android,0
72131,delhi,android,1
14506,bangalore,web,0
51427,kolkata,android,0
40710,mumbai,android,0
6059,bangalore,iphone,0
32394,delhi,iphone,0
5964,chennai,web,0
40394,kolkata,android,0
4749,delhi,iphone,0
57726,bangalore,web,0
86513,chennai,android,1
96963,chennai,iphone,0
72355,mumbai,web,1
66036,delhi,android,0
10803,kolkata,web,0
75363,chennai,web,1
22852,delhi,web,0
41032,mumbai,iphone,0
12859,bangalore,iphone,0
99866,chennai,android,0
70398,chennai,iphone,1
92531,delhi,web,1
93828,kolkata,web,1
19913,delhi,web,0
46885,kolkata,android,0
27682,chennai,web,0
10934,kolkata,iphone,0
34581,delhi,iphone,0
29398,bangalore,iphone,0
22161,kolkata,iphone,0
74898,chennai,iphone,0
11360,kolkata,iphone,0
73903,mumbai,iphone,0
43668,mumbai,iphone,1
53886,bangalore,android,0
18487,bangalore,iphone,0
48411,mumbai,web,0
20046,mumbai,android,1
22136,delhi,iphone,0
90501,kolkata,iphone,0
60539,bangalore,iphone,0
95379,mumbai,web,1
97541,mumbai,android,1
88650,delhi,iphone,0
17228,delhi,android,0
91739,chennai,web,1
2493,bangalore,web,0
74792,kolkata,android,1
67777,bangalore,iphone,0
84048,mumbai,android,0
13696,chennai,iphone,0
24858,mumbai,iphone,0
19442,bangalore,iphone,0
11693,delhi,android,0
64087,mumbai,web,0
15376,bangalore,web,0
34471,bangalore,web,0
30834,bangalore,android,0
55128,chennai,android,0
42407,bangalore,android,0
99000,mumbai,web,0
21295,mumbai,iphone,0
42937,kolkata,android,1
52581,chennai,web,0
85026,mumbai,web,1
96937,kolkata,web,0
1961,kolkata,web,0
65610,mumbai,web,0
85356,bangalore,android,0
50172,delhi,web,0
27384,delhi,android,0
1447,bangalore,android,0
67022,delhi,web,0
4611,chennai,iphone,0
9064,kolkata,android,0
41176,chennai,iphone,0
86711,delhi,iphone,1
84201,kolkata,iphone,0
85404,bangalore,android,0
7984,delhi,android,0
6862,delhi,iphone,0
82015,chennai,iphone,1
7831,mumbai,web,0
34237,delhi,web,0
47931,chennai,web,0
37733,kolkata,android,0
97196,delhi,android,1
84057,bangalore,web,1
85301,bangalore,web,1
60529,kolkata,web,0
57967,delhi,android,0
97233,chennai,android,0
692,mumbai,web,0
68348,bangalore,android,1
19722,mumbai,iphone,0
48324,chennai,android,0
22962,mumbai,iphone,0
76266,chennai,web,0
55972,kolkata,android,0
87006,chennai,web,1
75793,delhi,android,0
12271,mumbai,iphone,0
37836,delhi,web,0
5718,delhi,android,0
52853,delhi,iphone,0
32806,kolkata,android,0
61989,bangalore,web,0
72559,delhi,iphone,1
11272,delhi,web,0
2328,delhi,iphone,0
54960,bangalore,web,0
31346,delhi,iphone,0
66960,kolkata,iphone,0
40304,delhi,web,0
32506,chennai,web,0
74035,kolkata,web,1
12007,mumbai,android,1
86076,kolkata,android,1
75214,chennai,iphone,1
64339,chennai,web,1
54216,bangalore,iphone,0
2508,mumbai,web,0
58441,bangalore,iphone,0
42597,bangalore,iphone,0
44681,kolkata,android,0
39350,chennai,web,0
71400,chennai,iphone,0
71062,mumbai,iphone,1
38911,kolkata,iphone,0
3970,mumbai,iphone,0
71502,kolkata,android,1
70327,kolkata,web,1
72420,delhi,web,1
86771,delhi,iphone,0
97208,chennai,iphone,1
36860,bangalore,android,0
52636,kolkata,web,0
43302,chennai,web,0
97354,chennai,iphone,0
75677,mumbai,android,1
41212,mumbai,android,0
66405,kolkata,web,1
22795,kolkata,iphone,0
68576,kolkata,iphone,0
54965,chennai,web,0
19315,delhi,android,0
9179,kolkata,iphone,0
52683,bangalore,web,0
29562,mumbai,android,0
48925,chennai,web,0
43011,mumbai,android,0
63758,bangalore,android,1
12333,chennai,android,0
10008,bangalore,web,0
74715,mumbai,android,0
34391,bangalore,web,0
35993,chennai,iphone,0
34204,delhi,web,0
68710,mumbai,iphone,0
9863,mumbai,iphone,0
84982,chennai,iphone,1
89080,delhi,android,1
55878,kolkata,web,0
94523,delhi,iphone,1
27267,mumbai,iphone,0
34901,kolkata,web,0
39992,bangalore,iphone,0
51722,delhi,iphone,0
4367,mumbai,android,0
31098,bangalore,iphone,0
42263,chennai,web,0
2025,mumbai,web,0
72930,delhi,iphone,1
34798,chennai,android,0
39413,delhi,android,0
40227,chennai,iphone,0
54410,bangalore,android,0
56577,mumbai,iphone,0
59308,mumbai,web,0
91164,kolkata,android,0
89536,bangalore,iphone,0
41064,delhi,web,0
34921,delhi,iphone,0
88328,mumbai,android,1
75737,delhi,web,1
79204,mumbai,iphone,0
20597,delhi,iphone,0
78836,kolkata,iphone,0
67540,delhi,android,0
68916,delhi,android,0
42381,kolkata,iphone,0
48061,bangalore,android,0
59249,delhi,web,0
43627,kolkata,iphone,0
76464,chennai,web,1
85835,mumbai,iphone,1
95737,bangalore,android,0
58728,chennai,web,0
99144,delhi,iphone,0
98130,delhi,web,1
33821,mumbai,iphone,0
39063,mumbai,web,0
11519,bangalore,android,0
62293,bangalore,web,0
16216,delhi,web,0
58076,mumbai,android,0
26244,kolkata,web,0
79449,mumbai,web,1
38527,bangalore,web,0
83736,bangalore,android,0
39316,chennai,web,1
59522,mumbai,android,0
30512,chennai,android,0
11107,chennai,web,0
72202,delhi,android,0
21284,mumbai,web,0
7683,kolkata,iphone,0
82976,bangalore,web,1
16139,bangalore,iphone,0
55304,chennai,iphone,0
91077,delhi,iphone,0
46972,chennai,iphone,0
31529,delhi,android,0
31962,bangalore,web,0
13218,kolkata,web,0
98445,mumbai,web,0
11452,bangalore,android,0
79486,kolkata,android,1
17845,delhi,android,0
17874,mumbai,android,0
53956,chennai,android,0
5932,mumbai,web,0
46168,mumbai,iphone,0
56609,mumbai,web,0
39129,kolkata,android,0
79224,delhi,iphone,1
50534,delhi,iphone,0
10830,delhi,web,0
86294,kolkata,android,1
80201,mumbai,android,1
15926,bangalore,android,0
85983,kolkata,iphone,1
34351,mumbai,iphone,0
77334,mumbai,web,0
85413,kolkata,iphone,1
39072,bangalore,web,0
11746,bangalore,iphone,0
10351,chennai,android,0
65364,bangalore,web,0
13455,kolkata,iphone,0
30390,delhi,web,0
63889,chennai,android,0
25170,delhi,iphone,0
86389,kolkata,android,0
38839,delhi,web,0
32779,kolkata,web,0
23729,mumbai,web,0
91799,bangalore,android,0
15653,bangalore,android,0
37138,delhi,android,0
61104,bangalore,iphone,0
92586,chennai,iphone,0
2070,mumbai,web,0
45581,delhi,android,0
81292,chennai,iphone,1
33112,kolkata,web,0
98177,bangalore,iphone,1
7197,mumbai,web,0
31282,chennai,iphone,0
53707,bangalore,iphone,0
62243,chennai,android,0
93175,chennai,android,0
39855,chennai,web,0
78997,mumbai,android,0
33263,delhi,iphone,0
52877,delhi,iphone,0
78536,mumbai,web,1
78570,kolkata,iphone,1
74888,bangalore,web,1
36080,mumbai,iphone,0
29318,delhi,android,0
33893,bangalore,android,0
57357,bangalore,android,0
57121,kolkata,web,0
94093,chennai,iphone,0
13862,delhi,android,0
95284,delhi,web,1
12408,chennai,iphone,0
56337,kolkata,android,1
19421,chennai,web,0
63689,delhi,android,0
39570,delhi,android,0
81900,bangalore,iphone,0
27119,kolkata,android,0
95991,kolkata,web,0
57984,chennai,android,0
21388,delhi,web,0
6938,mumbai,android,0
42188,chennai,iphone,0
69329,delhi,android,0
96533,delhi,android,1
39168,chennai,android,0
25904,kolkata,iphone,0
89852,bangalore,android,1
17606,mumbai,web,0
93434,kolkata,web,1
66543,mumbai,android,1
40241,mumbai,iphone,0
22908,kolkata,web,0
16746,delhi,web,0
78463,chennai,android,0
29531,chennai,iphone,0
58987,chennai,iphone,0
63123,bangalore,android,0
37451,delhi,web,1
20173,delhi,iphone,0
136,kolkata,web,0
56531,mumbai,web,0
35453,chennai,android,0
60038,mumbai,android,0
80567,bangalore,android,0
55402,kolkata,iphone,0
48223,delhi,web,0
11436,chennai,web,0
53685,mumbai,iphone,0
58915,delhi,web,1
10605,chennai,android,0
41714,delhi,iphone,0
58612,bangalore,android,0
48760,mumbai,web,0
70203,chennai,android,0
94579,kolkata,iphone,1
12976,kolkata,android,0
16539,chennai,web,0
93659,bangalore,web,1
55537,mumbai,web,0
86691,chennai,iphone,1
47166,kolkata,iphone,0
67973,chennai,iphone,0
30174,mumbai,android,0
72353,bangalore,iphone,1
43674,kolkata,android,0
76929,delhi,iphone,1
81774,bangalore,iphone,0
96745,chennai,iphone,1
17443,mumbai,web,0
28366,chennai,android,0
16505,mumbai,iphone,0
15863,bangalore,android,0
6123,mumbai,android,0
36645,chennai,web,0
58549,delhi,iphone,0
47090,kolkata,android,0
79642,mumbai,android,1
11987,bangalore,web,0
4202,delhi,iphone,0
61356,delhi,android,0
57399,delhi,iphone,0
84796,delhi,iphone,1
79707,delhi,android,1
27586,mumbai,android,0
8109,bangalore,web,0
23406,kolkata,iphone,0
6065,bangalore,android,0
51986,bangalore,android,0
78156,mumbai,web,1
81091,mumbai,web,1
61446,bangalore,iphone,0
12328,mumbai,web,0
51928,mumbai,android,1
45171,delhi,web,0
27841,chennai,android,0
11713,mumbai,web,0
29230,chennai,web,0
80596,delhi,iphone,1
24110,bangalore,web,0
11531,delhi,iphone,0
97452,chennai,android,1
1004,bangalore,web,0
36169,delhi,web,0
51386,delhi,android,1
98483,mumbai,iphone,1
63500,chennai,iphone,0
60632,bangalore,web,0
30546,chennai,android,0
17242,mumbai,web,0
11519,kolkata,web,0
52424,delhi,iphone,0
96533,bangalore,iphone,1
79828,kolkata,android,1
36485,delhi,web,0
5750,delhi,iphone,0
53167,mumbai,iphone,1
19099,bangalore,web,0
96939,mumbai,web,0
49917,bangalore,iphone,0
23937,bangalore,android,0
13738,mumbai,iphone,0
86735,mumbai,iphone,1
17724,bangalore,web,0
22548,kolkata,android,0
1208,chennai,iphone,0
32716,delhi,android,0
85582,kolkata,web,1
38943,mumbai,android,0
46138,kolkata,web,0
60259,chennai,android,0
93188,delhi,android,1
91552,chennai,iphone,0
21295,kolkata,iphone,0
93375,chennai,web,0
96267,mumbai,iphone,1
5199,delhi,iphone,0
61024,chennai,web,0
95129,delhi,iphone,0
72969,mumbai,web,1
37430,mumbai,web,0
96312,kolkata,android,0
63325,chennai,iphone,0
50226,kolkata,android,0
85159,mumbai,android,1
26519,bangalore,web,0
53542,chennai,iphone,0
32928,bangalore,iphone,0
30643,mumbai,android,0
94982,mumbai,web,1
64561,bangalore,iphone,0
45801,mumbai,iphone,0
62840,kolkata,iphone,0
41348,bangalore,iphone,0
3838,mumbai,android,0
43937,bangalore,iphone,0
7504,chennai,android,0
21208,bangalore,iphone,0
78769,chennai,android,1
90288,bangalore,android,1
36834,bangalore,android,0
56221,kolkata,web,0
23859,chennai,android,0
10465,delhi,iphone,0
16656,kolkata,web,0
44395,mumbai,iphone,0
51248,chennai,android,0
20329,bangalore,android,0
47734,delhi,android,0
61868,mumbai,web,0
26250,chennai,android,0
77312,mumbai,android,1
85811,mumbai,android,0
15511,kolkata,iphone,0
86934,mumbai,web,1
78592,bangalore,android,0
3595,delhi,iphone,0
89943,chennai,web,1
15812,chennai,web,0
83581,bangalore,web,1
69311,mumbai,iphone,0
68231,chennai,iphone,0
10334,mumbai,iphone,0
88250,bangalore,android,1
62102,mumbai,web,0
84844,chennai,web,1
87141,delhi,android,1
39667,mumbai,android,0
32078,bangalore,android,0
65799,delhi,android,0
54700,delhi,web,0
39721,chennai,android,1
93254,mumbai,iphone,1
75159,delhi,web,1
85248,kolkata,web,1
30874,delhi,iphone,0
9108,chennai,web,0
97480,chennai,web,1
75346,bangalore,android,1
68295,bangalore,android,0
77642,kolkata,iphone,1
87456,kolkata,android,1
80287,delhi,iphone,0
47401,mumbai,web,0
72278,kolkata,android,1
21682,kolkata,iphone,0
65958,delhi,android,0
65833,mumbai,iphone,0
15317,chennai,web,0
42396,chennai,android,0
88796,bangalore,web,1
51048,chennai,web,0
83776,delhi,android,1
1769,kolkata,iphone,0
26183,kolkata,iphone,0
83164,kolkata,iphone,1
67922,delhi,iphone,0
46173,kolkata,web,0
42855,delhi,android,0
74999,kolkata,web,1
36754,delhi,web,0
4601,chennai,iphone,0
26138,kolkata,iphone,1
75495,mumbai,web,0
14120,mumbai,android,0
1509,bangalore,iphone,0
26831,kolkata,iphone,0
75065,mumbai,web,0
90107,bangalore,web,1
90443,chennai,android,1
79118,kolkata,android,1
91851,mumbai,iphone,1
90644,bangalore,web,0
35455,delhi,android,0
8175,bangalore,web,0
10073,chennai,android,0
66986,delhi,android,0
78200,mumbai,android,0
78328,delhi,web,0
53715,bangalore,web,0
87574,kolkata,android,0
56825,bangalore,android,0
53595,delhi,android,0
63552,mumbai,android,1
76691,kolkata,iphone,1
17214,delhi,iphone,0
28014,chennai,iphone,0
53329,bangalore,web,0
99154,kolkata,web,1
14047,delhi,web,0
63613,chennai,iphone,0
65272,delhi,iphone,1
89455,bangalore,web,0
63474,bangalore,android,0
54849,bangalore,web,0
31188,kolkata,iphone,0
81098,chennai,android,0
58224,bangalore,android,0
57855,mumbai,android,0
11252,delhi,iphone,0
56806,delhi,web,0
962,kolkata,web,0
20134,kolkata,web,0
55756,kolkata,iphone,0
15504,kolkata,web,0
92576,bangalore,android,1
52253,delhi,web,0
34155,delhi,web,0
22192,chennai,android,0
93146,kolkata,android,1
34588,chennai,web,0
4745,kolkata,android,0
77410,bangalore,android,1
94173,delhi,android,1
2893,delhi,android,0
72775,mumbai,web,1
44550,mumbai,android,0
92158,bangalore,android,0
93169,mumbai,android,0
55582,mumbai,android,0
29485,mumbai,android,1
23633,bangalore,web,0
14523,bangalore,web,0
93156,delhi,web,0
81225,bangalore,web,0
78399,kolkata,iphone,1
89095,chennai,android,1
16227,mumbai,android,0
74103,kolkata,iphone,1
96581,delhi,android,1
21976,delhi,android,0
11864,bangalore,web,0
22017,kolkata,android,0
9786,kolkata,iphone,0
84819,bangalore,iphone,0
97858,kolkata,iphone,1
34000,chennai,iphone,0
5527,bangalore,iphone,0
4195,bangalore,iphone,0
66636,bangalore,android,0
40156,delhi,iphone,1
20494,mumbai,web,0
45363,delhi,android,0
71290,kolkata,android,1
42750,chennai,web,0
23265,chennai,iphone,0
84588,delhi,android,1
90038,delhi,web,1
1723,delhi,android,0
81188,mumbai,web,1
53354,mumbai,iphone,0
34621,mumbai,iphone,0
49842,delhi,web,0
67211,mumbai,iphone,1
96935,kolkata,android,1
5664,bangalore,web,0
70663,delhi,web,0
97997,bangalore,web,1
48763,delhi,android,1
26765,bangalore,android,0
7915,delhi,android,0
4671,delhi,web,0
20186,mumbai,iphone,0
81894,mumbai,web,1
31757,chennai,iphone,0
18913,chennai,android,0
98942,delhi,android,1
75820,bangalore,iphone,1
5213,delhi,web,0
30083,mumbai,web,0
2102,chennai,android,0
12426,chennai,android,0
3427,mumbai,iphone,0
23996,kolkata,android,0
85174,delhi,web,1
53033,bangalore,web,0
74741,kolkata,iphone,1
50919,mumbai,android,0
58438,delhi,iphone,0
14140,chennai,iphone,0
97659,mumbai,web,1
26861,delhi,web,1
38393,mumbai,iphone,0
792,kolkata,iphone,0
64173,bangalore,android,0
81242,delhi,android,1
71260,kolkata,iphone,1
14400,bangalore,iphone,0
24412,kolkata,web,0
42033,bangalore,web,0
87770,kolkata,web,0
45565,bangalore,android,0
2011,delhi,iphone,0
65141,mumbai,web,0
24122,chennai,android,0
23660,chennai,web,0
42663,chennai,web,0
1142,chennai,android,0
7924,mumbai,web,0
67854,bangalore,android,0
49813,delhi,android,0
73236,mumbai,iphone,1
84129,chennai,web,1
2969,kolkata,android,0
2162,kolkata,iphone,0
39985,delhi,web,0
26274,mumbai,android,0
7176,chennai,android,0
62589,delhi,web,0
14675,mumbai,android,0
66705,delhi,android,0
60109,bangalore,iphone,0
19825,kolkata,android,0
98771,bangalore,web,1
72260,chennai,web,0
46994,kolkata,android,0
70333,mumbai,iphone,1
73250,mumbai,web,1
31167,delhi,web,0
45398,bangalore,iphone,0
5537,bangalore,android,0
97392,chennai,android,1
84991,delhi,android,1
85128,mumbai,android,1
44598,mumbai,web,0
20418,delhi,android,0
5255,delhi,android,0
10939,bangalore,android,0
26681,delhi,android,0
43289,chennai,android,0
18034,mumbai,iphone,0
78022,chennai,web,0
97125,kolkata,iphone,1
85338,chennai,android,1
88449,chennai,iphone,0
77941,chennai,web,1
25553,delhi,web,0
52694,chennai,android,0
16117,kolkata,android,0
85811,mumbai,android,1
23523,bangalore,android,0
55725,mumbai,web,1
7254,mumbai,iphone,0
65692,mumbai,iphone,0
38126,mumbai,android,1
14305,chennai,android,0
73624,kolkata,iphone,0
9301,delhi,android,0
4117,mumbai,android,0
9614,kolkata,android,0
54803,delhi,web,0
38901,delhi,iphone,0
81215,chennai,iphone,1
56324,chennai,iphone,0
48851,delhi,android,0
57993,delhi,iphone,0
9762,mumbai,iphone,0
94888,bangalore,iphone,1
98943,kolkata,iphone,0
1968,delhi,android,0
59644,delhi,web,0
69610,kolkata,android,0
59528,bangalore,iphone,0
96375,bangalore,web,1
31649,bangalore,android,0
25884,mumbai,iphone,0
6788,chennai,iphone,0
83465,kolkata,web,1
86985,bangalore,android,1
2177,delhi,android,0
59668,mumbai,iphone,0
57292,kolkata,web,0
77700,mumbai,web,1
95816,delhi,android,1
72311,kolkata,web,1
20596,delhi,web,0
11311,kolkata,web,0
76385,delhi,web,0
11252,mumbai,iphone,0
96265,kolkata,web,0
76467,kolkata,iphone,1
1548,chennai,web,1
44588,chennai,web,0
90924,mumbai,android,0
15728,mumbai,iphone,0
68515,kolkata,web,0
60526,bangalore,android,0
56358,delhi,iphone,0
36931,mumbai,android,0
93730,delhi,web,0
69930,delhi,web,0
4578,mumbai,web,0
86842,chennai,android,1
72090,delhi,web,1
51359,mumbai,iphone,0
47480,bangalore,web,0
44807,kolkata,android,0
81719,bangalore,iphone,0
89470,chennai,iphone,1
35787,kolkata,web,0
28025,chennai,web,0
73078,kolkata,iphone,1
12413,delhi,android,0
45661,delhi,web,0
87261,chennai,android,1
54879,kolkata,web,0
39294,bangalore,web,0
20145,kolkata,iphone,0
41275,bangalore,android,0
77303,bangalore,web,1
34143,bangalore,android,0
49862,chennai,iphone,0
64668,bangalore,iphone,0
42357,chennai,android,0
12690,bangalore,iphone,0
11468,delhi,iphone,0
57972,delhi,iphone,0
94759,bangalore,iphone,1
83862,kolkata,web,0
94882,kolkata,android,0
29461,delhi,web,0
20618,mumbai,android,0
78545,bangalore,android,1
45450,delhi,iphone,0
52858,bangalore,iphone,0
83450,bangalore,web,0
29218,chennai,iphone,0
48953,kolkata,android,0
15613,delhi,android,0
99622,delhi,iphone,1
51050,mumbai,iphone,0
30694,bangalore,web,0
73323,delhi,android,0
19454,mumbai,android,0
58894,bangalore,iphone,0
34574,chennai,web,0
99170,bangalore,iphone,1
42986,kolkata,web,0
692,bangalore,android,0
312,chennai,iphone,0
62924,mumbai,iphone,0
57029,chennai,web,0
48580,delhi,android,0
23186,mumbai,android,0
86968,chennai,web,1
70257,bangalore,iphone,1
60413,chennai,android,0
80829,bangalore,iphone,1
90453,delhi,web,1
539,mumbai,iphone,0
10297,mumbai,web,0
20723,mumbai,android,0
37136,chennai,iphone,0
62705,chennai,web,1
36909,bangalore,android,0
20864,mumbai,iphone,0
72901,bangalore,iphone,1
80986,kolkata,web,1
44033,chennai,iphone,0
37618,bangalore,iphone,0
72351,delhi,web,0
60283,kolkata,web,0
47637,chennai,web,1
33548,kolkata,android,1
28603,bangalore,iphone,0
42685,kolkata,web,0
35802,mumbai,iphone,0
23488,kolkata,iphone,0
19544,bangalore,android,0
7912,chennai,web,0
16602,delhi,android,0
64595,chennai,android,0
61399,chennai,iphone,0
88154,delhi,android,1
76153,kolkata,android,0
43801,mumbai,web,0
25686,delhi,iphone,0
35659,mumbai,android,0
3726,mumbai,web,0
20191,kolkata,iphone,0
65744,mumbai,android,0
99886,bangalore,android,0
53185,bangalore,iphone,0
72225,chennai,iphone,1
88130,mumbai,android,1
97173,chennai,iphone,1
84248,mumbai,iphone,1
39113,bangalore,web,0
63753,delhi,android,0
1221,kolkata,android,0
64190,delhi,android,1
71619,kolkata,android,1
93567,kolkata,web,1
19155,mumbai,android,0
95146,delhi,web,1
85216,bangalore,iphone,1
21226,delhi,iphone,0
67729,bangalore,android,0
96674,bangalore,android,1
238,delhi,iphone,0
25528,bangalore,iphone,0
64835,delhi,web,0
23742,delhi,android,0
84100,kolkata,iphone,1
71930,kolkata,iphone,1
92941,kolkata,iphone,1
11684,chennai,iphone,0
1958,mumbai,iphone,0
31346,bangalore,iphone,0
21950,chennai,web,0
97796,kolkata,web,0
87947,chennai,iphone,0
23900,mumbai,android,0
99445,bangalore,web,1
87875,kolkata,web,1
43108,delhi,iphone,1
85864,bangalore,iphone,1
3260,kolkata,android,0
96445,bangalore,android,1
88762,chennai,android,1
84995,mumbai,iphone,1
81891,delhi,iphone,0
85233,chennai,web,1
51701,mumbai,web,0
12451,bangalore,web,0
73266,delhi,iphone,1
24914,kolkata,android,0
85652,mumbai,iphone,0
60824,bangalore,web,0
9592,bangalore,web,0
77644,delhi,web,1
45841,chennai,iphone,0
1136,bangalore,iphone,0
29700,kolkata,android,0
90341,mumbai,android,1
87515,bangalore,android,0
8405,chennai,android,0
10821,kolkata,web,0
89009,kolkata,web,0
7200,chennai,web,0
30935,delhi,android,0
52317,chennai,web,0
56577,kolkata,android,0
33496,chennai,iphone,1
35859,kolkata,android,0
31301,delhi,web,0
76,chennai,android,0
62499,mumbai,iphone,0
87855,kolkata,web,1
47835,bangalore,web,0
50190,kolkata,iphone,0
40997,bangalore,web,0
93767,delhi,android,1
96586,bangalore,iphone,1
29877,delhi,iphone,0
86031,delhi,android,1
3846,delhi,android,0
2002,kolkata,android,0
24107,chennai,android,0
30540,chennai,iphone,0
65125,delhi,android,0
34992,kolkata,web,0
66709,mumbai,web,0
5527,chennai,web,0
42620,mumbai,web,0
81063,delhi,android,1
12416,chennai,android,0
26230,mumbai,web,0
28637,chennai,iphone,1
62913,delhi,web,0
17748,chennai,iphone,0
50610,mumbai,iphone,0
73607,chennai,web,1
62297,kolkata,android,0
45568,bangalore,iphone,0
92507,kolkata,web,0
20138,bangalore,android,0
69579,kolkata,android,1
26693,kolkata,iphone,0
70464,bangalore,android,0
45108,bangalore,web,0
75606,delhi,iphone,0
15061,delhi,iphone,0
87280,delhi,web,0
85137,kolkata,iphone,1
67103,mumbai,web,0
55781,mumbai,iphone,0
96359,mumbai,web,0
16512,chennai,iphone,0
30940,kolkata,android,0
25856,bangalore,android,0
85540,bangalore,web,1
88180,delhi,android,1
40555,mumbai,iphone,0
85664,bangalore,web,1
54780,delhi,android,0
90370,bangalore,web,0
3186,kolkata,android,0
63148,delhi,android,0
2286,kolkata,web,0
78921,kolkata,android,0
35279,chennai,web,0
3127,mumbai,web,0
38401,delhi,android,0
59499,bangalore,iphone,0
41522,mumbai,android,0
9957,kolkata,iphone,0
64097,chennai,web,0
70665,bangalore,android,0
839,bangalore,android,0
58848,bangalore,android,0
46874,mumbai,web,0
20180,mumbai,android,0
71524,kolkata,android,1
37764,mumbai,web,0
50289,bangalore,android,0
49316,delhi,web,0
97527,delhi,android,0
81363,mumbai,iphone,1
86951,delhi,iphone,1
12621,chennai,iphone,0
